id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3U4isOIWM3VvDubwSI3y7a,All of Me,87,269560,0,['John Legend'],['5y2Xq6xcjJb2jVM54GHK3t'],8/30/2013,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,87,272394,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],9/9/2013,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
7fBv7CLKzipRk6EC6TWHOB,The Hills,87,242253,1,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],8/28/2015,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,87,260173,0,['The Neighbourhood'],['77SW9BnxLY8rJ0RciFqkHh'],10/30/2015,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
55Am8neGJkdj2ADaM3aw5H,Train Wreck,87,208827,0,['James Arthur'],['4IWBUUAFIplrNtaOHcJPRM'],10/28/2016,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,4
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,87,211467,0,['James Arthur'],['4IWBUUAFIplrNtaOHcJPRM'],10/28/2016,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,87,119133,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],8/25/2017,0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,4
0tgVpDi06FyKpA1z0VMD4v,Perfect,87,263400,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],3/3/2017,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
7qiZfU4dY1lWllzX7mPBI3,Shape of You,87,233713,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],3/3/2017,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,87,165820,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],12/10/2018,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4
3ee8Jmje8o58CHK66QrVC2,SAD!,87,166606,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],3/16/2018,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,87,312820,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],8/3/2018,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,87,175721,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],10/4/2019,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,4
1ZMiCix7XSAbfAJlEZWMCp,Falling,87,240133,0,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],12/13/2019,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46E-06,0.089,0.0592,110.011,4
6Hj9jySrnFppAI0sEMCZpJ,Robbery,87,240051,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],3/8/2019,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,5
2tnVG71enUj33Ic2nFN6kZ,Ride It,87,157606,0,['Regard'],['4ofCBoyEiGSePFAG500xev'],7/26/2019,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,4
6ocbgoVGwYJhOv1GgI9NsF,7 rings,87,178627,1,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],2/8/2019,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,87,245426,0,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],11/13/2019,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),87,212093,0,"['Justin Bieber', 'Chance the Rapper']","['1uNFoZAHBGtllmzznpCI3s', '1anyVhU62p31KFi8MEzkbf']",9/18/2020,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,4
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),87,232253,0,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '0GM7qgcRCORpGnfcN2tCiB', '6M2wZ9GZgrQXHCFfjv46we', '4q3ewBCX7sLwd24euuV69X']",7/24/2020,0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169,4
21N4Buj4xsyLb218lYle61,Chica Ideal,87,183240,0,"['Sebastian Yatra', 'Guaynaa']","['07YUOmWljBTXwIseAUd9TW', '0BqURncJM5B1BBu7UM51eq']",10/16/2020,0.574,0.891,0,-3.665,0,0.157,0.0847,0,0.16,0.707,100.978,4
2ePtv8MlBO9nuuXABqAfEX,SugarCrash!,87,80081,1,['ElyOtto'],['4b19vuzlDcNdU4quI7L6sW'],8/25/2020,0.748,0.734,0,-6.499,1,0.124,0.524,1.15E-05,0.0975,0.368,97.753,4
02kDW379Yfd5PzW5A6vuGt,Lemonade,87,195429,1,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']","['6MPCFvOQv5cIGfw3jODMF0', '2hlmm7s2ICUX0LVIhVFlZQ', '4Gso3d4CscCijv0lmajZWs', '7rkW85dBwwrJtlHRDkJDAC']",8/14/2020,0.799,0.66,1,-6.153,0,0.079,0.256,0,0.111,0.471,140.04,4
2U5WueTLIK5WJLD7mvDODv,Wishing Well,87,194621,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],7/10/2020,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,4
2bgcUk2A3jjKbCJ7KPquTi,Mi NiÃ±a,87,213314,0,"['Wisin', 'Myke Towers', 'Los Legendarios']","['3E6xrwgnVfYCrCs0ePERDz', '7iK8PXO48WeuP03g8YR51W', '0n6sKrG0xKAf8xmdqeNGke']",9/23/2020,0.823,0.821,8,-3.402,0,0.166,0.31,4.28E-06,0.143,0.791,99.999,4
4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),87,149297,1,"['Justin Bieber', 'benny blanco']","['1uNFoZAHBGtllmzznpCI3s', '5CiGnKThu5ctn9pBxv7DGa']",10/16/2020,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,4
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),87,171375,1,"['Jawsh 685', 'Jason Derulo']","['56mfhUDKa1vec6rSLZV5Eg', '07YZf4WDAMNwqr4jfgOZ8y']",6/11/2020,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,4
7r9ZhitdQBONTFOiJW5mr8,Reloj,87,231595,1,"['Rauw Alejandro', 'Anuel AA']","['1mcTU81TzQhprhouKaTkpq', '2R21vXR83lH98kGeO99Y66']",10/22/2020,0.823,0.537,8,-2.639,1,0.209,0.176,3.98E-06,0.123,0.615,175.946,4
2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),87,190534,1,"['Pop Smoke', 'A Boogie Wit da Hoodie']","['0eDvMgVFoNV3TpwtrVCoTj', '31W5EY0aAly4Qieq6OFu6I']",7/20/2020,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,4
1ere9b9vDw2N3m9d4uiXxa,Facas - Ao Vivo,87,196380,0,"['Diego & Victor Hugo', 'Bruno & Marrone']","['3k68C6mNMJL6OaAdWeW2ZF', '5JXhkyafynxCvxtov7C1PV']",10/15/2020,0.443,0.509,2,-5.995,1,0.0536,0.615,0,0.472,0.69,160.984,4
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,87,210463,0,['Ritt Momney'],['7MPGCB854Qo4alYMOPkBka'],4/24/2020,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,87,190306,0,['Jason Derulo'],['07YZf4WDAMNwqr4jfgOZ8y'],7/22/2020,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4
5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),87,169333,0,"['Miley Cyrus', 'Dua Lipa']","['5YGY8feqx7naU7z4HrwZM6', '6M2wZ9GZgrQXHCFfjv46we']",11/20/2020,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,4
5y7DaS3jAc9eZzcSOoUIwU,Una Locura,87,230693,0,"['Ozuna', 'J Balvin', 'Chencho Corleone']","['1i8SpTcr7yvPOmcqrbnVXY', '1vyhD5VmyZ7KMfW5gqLgo5', '37230BxxYs9ksS7OkZw3IU']",9/4/2020,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,4
0siYMEsGrzzzlWLXK5zJfS,BED,87,178088,0,"['Joel Corry', 'RAYE', 'David Guetta']","['6DgP9otnZw5z6daOntINxp', '5KKpBU5eC2tJDzf0wmlRp2', '1Cs0zKBU1kc0i8ypK3B9ai']",2/26/2021,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,4
58pgi1RpcU2fVJsxhm7BIr,TapÃ£o Na Raba,87,175047,0,['RaÃ­ Saia Rodada'],['0NiaKn55OzJswiYevvlKfz'],1/22/2021,0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,0.799,128.048,4
7FdUvDkaE24o3FPIWTvzv2,Follow You,87,175644,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],3/12/2021,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92E-05,0.496,0.489,124.912,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,86,257800,0,['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],2/4/1977,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,86,225280,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],6/1/1985,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4
3AJwUDP919kvQ9QcozQPxg,Yellow,86,266773,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],7/10/2000,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
2kS6td1yvmpNgZTt1q5pQq,Hayloft,86,181680,0,['Mother Mother'],['0e86yPdC41PGRkLp2Q1Bph'],9/23/2008,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,86,161124,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],9/9/2013,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,4
0ct6r3EGTcMLPtrXHDvVjc,The Nights,86,176658,0,['Avicii'],['1vCWHaC5f2uS3yhpwWbIA6'],1/1/2014,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,86,216320,1,['Tame Impala'],['5INjqkS1o8h1imAzPqGZBb'],7/17/2015,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,86,202333,0,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],5/15/2015,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,4
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,86,218107,0,['BÃ˜RNS'],['1KP6TWI40m7p3QBTU6u2xo'],10/16/2015,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,86,244960,0,"['The Chainsmokers', 'Halsey']","['69GGBxA162lTqCwzJG5jLp', '26VFTg2z8YR0cCuwLzESi2']",7/29/2016,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
7MXVkk9YMctZqd1Srtv4MB,Starboy,86,230453,1,"['The Weeknd', 'Daft Punk']","['1Xyo4u8uXC1ZmMpatF05PJ', '4tZwfgrHOc3mvqYlEYSvVi']",11/25/2016,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,4
7MiZjKawmXTsTNePyTfPyL,Devil Eyes,86,131272,0,['Hippie Sabotage'],['4dM6NDYSfLcspt8GLoT5aE'],2/5/2016,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,5
2bRKxuH1o7pTmb1y4GfdEc,Clean White Noise - Loopable with no fade,86,90228,0,"['Erik Eriksson', 'White Noise Baby Sleep', 'White Noise for Babies']","['2c5WYCqQGs0UttiLCzVfOe', '4W12lEvVl5wectUtRNrvDh', '4ZfEELHfyKd4odAb6YfDFw']",1/8/2017,0,0.00342,8,-28.46,1,0,0.791,1,0.111,0,0,0
2ZRo7axmMPeSVUvDbGkJah,Hope,86,110886,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],3/16/2018,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4
7uoFMmxln0GPXQ0AcCBXRq,Snowman,86,165907,0,['Sia'],['5WUlDfRSoLAfcVSX1WnrxN'],11/1/2018,0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,3
2VxeLyX666F8uXCJ0dZF8B,Shallow,86,215733,0,"['Lady Gaga', 'Bradley Cooper']","['1HY2Jd0NmPuamShAr6KMms', '4VIvfOurcf0vuLRxLkGnIG']",10/5/2018,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),86,218147,1,"['Post Malone', '21 Savage']","['246dkjvS1zLTtiykXe5h60', '1URnnhqYAYcrqrcwql10ft']",4/27/2018,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,4
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,86,208687,0,"['JP Saxe', 'Julia Michaels']","['66W9LaWS0DPdL7Sz8iYGYe', '0ZED1XzwlLHW4ZaG4lOT6m']",10/17/2019,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,4
43zdsphuZLzwA9k4DJhU0I,when the party's over,86,196077,0,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],3/29/2019,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,4
79s5XnCN4TJKTVMSmOx8Ep,Dior,86,216387,1,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],7/26/2019,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,4
30bqVoKjX479ab90a8Pafp,Star Shopping,86,142000,1,['Lil Peep'],['2kCcBybjl3SAtIcwdWpUe3'],4/19/2019,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,4
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,86,183290,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],10/31/2019,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,4
696DnlkuDOXcMAnKlTgXXK,ROXANNE,86,163636,1,['Arizona Zervas'],['0vRvGUQVUjytro0xpb26bs'],10/10/2019,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,5
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,86,215107,0,['Lewis Capaldi'],['4GNC7GD6oZMSxPGyXy4MNB'],11/22/2019,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,4
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),86,228482,0,"['Ariana Grande', 'Justin Bieber']","['66CXWjxzNUsdJxJ2JdwvnR', '1uNFoZAHBGtllmzznpCI3s']",5/8/2020,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3
6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),86,200221,1,"['DJ Khaled', 'Drake']","['0QHgL1lAIqAw0HtD7YldmP', '3TVXtAsR1Inumwj472S9r4']",7/17/2020,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071,4
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),86,139461,1,"['Machine Gun Kelly', 'blackbear']","['6TIYQ3jFPwQSRmorSezPxX', '2cFrymmkijnjDg9SS92EPM']",9/25/2020,0.731,0.675,5,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939,4
15OjBeqNX3bShsGYQbteRv,La TÃ³xica,86,180520,0,['Farruko'],['329e4yvIujISKGKz1BZZbO'],7/24/2020,0.659,0.701,9,-4.107,1,0.164,0.0882,0,0.0866,0.623,91.97,4
0ri0Han4IRJhzvERHOZTMr,At My Worst,86,170345,0,['Pink Sweat$'],['1W7FNibLa0O0b572tB2w7t'],7/17/2020,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,4
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,86,237520,1,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],3/20/2020,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.10E-05,0.0736,0.717,100.021,4
27X3qzgB0Show6qfw5wNOK,Esquema Preferido,86,189463,0,"['DJ Ivis', 'TarcÃ­sio do Acordeon']","['0RPzmE1iY76tx1eBBXFyYn', '48HORs6F9P7IgdyKrk4MZC']",11/26/2020,0.669,0.812,5,-4.597,1,0.11,0.256,0,0.0773,0.917,159.934,4
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),86,210800,1,"['Eminem', 'Juice WRLD']","['7dGJo4pcD2V6oG8kP0tJRR', '4MCBfE4596Uoi2O4DtmEMz']",1/17/2020,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),86,192921,0,"['Jason Derulo', 'Nuka']","['07YZf4WDAMNwqr4jfgOZ8y', '1XynjLPAyPi8SZAx8LHN0Z']",11/20/2020,0.738,0.85,8,-3.049,1,0.0642,0.105,0,0.23,0.865,98.013,4
68mrW6gXHgupgSiDHgaDi5,Polvo,86,211130,0,"['Nicky Jam', 'Myke Towers']","['1SupJlEpv7RS2tPNRaHViT', '7iK8PXO48WeuP03g8YR51W']",11/20/2020,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94E-06,0.106,0.582,82.042,4
2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,86,188344,1,['blackbear'],['2cFrymmkijnjDg9SS92EPM'],8/21/2020,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,1
2nZj5YymF54qhAu7RneVP6,CoraÃ§Ã£o Na Cama,86,173227,0,['Hugo & Guilherme'],['1LIuN7ov1IBQDdLsU83ojl'],11/13/2020,0.764,0.794,8,-4.096,1,0.0589,0.663,0,0.34,0.721,110.013,4
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,86,219048,0,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']","['2cPqdH7XMvwaBJEVjheH8g', '2ydZrTy8U3kOMOzx20s3dg', '7iK8PXO48WeuP03g8YR51W']",6/12/2020,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4
2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),86,205485,1,"['Juice WRLD', 'Marshmello']","['4MCBfE4596Uoi2O4DtmEMz', '64KEffDW9EtZ1y2vBYgq8T']",7/10/2020,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,4
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",86,195429,1,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']","['6MPCFvOQv5cIGfw3jODMF0', '2hlmm7s2ICUX0LVIhVFlZQ', '4Gso3d4CscCijv0lmajZWs', '7rkW85dBwwrJtlHRDkJDAC']",8/28/2020,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,4
4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),86,248345,0,"['Maluma', 'Lenny TavÃ¡rez', 'Justin Quiles']","['1r4hJ1h58CWwUQe3MxPuau', '1pQWsZQehhS4wavwh7Fnxd', '14zUHaJZo1mnYtn6IBRaRP']",8/21/2020,0.691,0.739,5,-3.09,0,0.229,0.422,3.95E-06,0.11,0.884,83.897,4
4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,86,202373,0,['Justin Quiles'],['14zUHaJZo1mnYtn6IBRaRP'],11/20/2020,0.878,0.713,5,-4.566,0,0.0948,0.0581,0,0.0822,0.615,92.028,4
6KfoDhO4XUWSbnyKjNp9c4,Maniac,86,185773,0,['Conan Gray'],['4Uc8Dsxct0oMqx0P6i60ea'],3/20/2020,0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,4
5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),86,213333,1,"['Pop Smoke', 'Lil Tjay']","['0eDvMgVFoNV3TpwtrVCoTj', '6jGMq4yGs7aQzuGsMgVgZR']",7/3/2020,0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798,4
5Km4r87BoX2qqtoprYS1gh,LOCATION,86,265240,1,"['KAROL G', 'Anuel AA', 'J Balvin']","['790FomKkXshlbRYZFtlgla', '2R21vXR83lH98kGeO99Y66', '1vyhD5VmyZ7KMfW5gqLgo5']",2/12/2021,0.772,0.758,9,-3.891,1,0.0482,0.0433,0,0.295,0.654,115.977,4
0VWLId2RwPCno9s1cJm2Vy,Travesuras - Remix,86,324426,1,"['Nio Garcia', 'Casper Magico', 'Ozuna', 'Wisin & Yandel', 'Myke Towers', 'Flow La Movie']","['5hdhHgpxyniooUiQVaPxQ0', '1fux65HMCBvfJHqlBc4Nno', '1i8SpTcr7yvPOmcqrbnVXY', '1wZtkThiXbVNtj6hee6dz9', '7iK8PXO48WeuP03g8YR51W', '2oT7xd9iTO2ejLsNGIMa5f']",3/11/2021,0.739,0.788,1,-5.198,1,0.0731,0.0513,0,0.282,0.473,175.996,4
6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,86,141050,0,"['P!nk', 'Willow Sage Hart']","['1KCSPY1glIKqW2TotWuXOR', '0gAILSEru1PKMwP0tAqNLS']",2/12/2021,0.476,0.594,5,-6.879,1,0.135,0.0599,0,0.0785,0.314,159.702,4
2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),86,139563,0,"['Ofenbach', 'Lagique']","['4AKwRarlmsUlLjIwt38NLw', '1PbtWtrN7jZpd4toqxrjm2']",1/8/2021,0.734,0.855,6,-4.578,0,0.135,0.0821,4.73E-06,0.0901,0.54,121.955,4
